"","energy","tempo","danceability","loudness","liveness","valence","speechiness","instrumentalness","mode","key","duration_ms","acousticness","track_name","track_artist","track_album_name","track_album_release_date","track_popularity","time_signature","type","track_id","track_album_id"
"99",0.476,148.117,0.389,-9.342,0.255,0.566,0.0316,5.09e-05,1,9,217107,0.619,"No Rain","Blind Melon","Blind Melon","1992-01-01",73,4,"audio_features","6txWz9UapYHVxEd7dDIHXT","55jET4vDioHHd7ztX7OX3h"
"100",0.842,100.127,0.297,-7.457,0.0848,0.586,0.0488,9.1e-06,1,6,206773,0.000286,"Would? (2022 Remaster)","Alice In Chains","Dirt (2022 Remaster)","1992-09-29",72,4,"audio_features","5sFDReWLrZHLFZFjHsjUTS","58NXIEYqmq5dQHg9nV9duM"
"101",0.182,136.094,0.349,-13.507,0.143,0.178,0.031,0.0152,1,5,191973,0.92,"Unforgettable","Nat King Cole","Unforgettable","1954-01-01",69,3,"audio_features","648TTtYB0bH0P8Hfy0FmkL","7GBvXtxnvBluo2f4xBVNkm"
"102",0.164,58.303,0.136,-18.756,0.109,0.071,0.0364,0.916,0,4,166867,0.911,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra","Tchaikovsky: Swan Lake","1976-01-01",68,4,"audio_features","2xizRhme7pYeITbH1NLLGt","7dVA06E7AP7P7VzPyNxQVO"
"103",0.00527,170.612,0.184,-37.264,0.173,0.151,0.0432,0.887,0,1,315427,0.995,"Sonata No. 14 """"Moonlight"""" in C-Sharp Minor"""", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis","Beethoven: Piano Sonatas, Vol.3","2007-09-25",68,3,"audio_features","3DNRdudZ2SstnDCVKFdXxG","4bNwPPpk01D8pVV9IFSBde"
"104",0.449,92.468,0.447,-10.634,0.0697,0.036,0.0376,0.961,1,2,315427,0.934,"Experience","Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani","In A Time Lapse","2013-01-01",75,4,"audio_features","1BncfTJAWxrsxyT9culBrj","3uJ6D2WOPdjwJ0SrsH9EiG"
"105",0.507,130.007,0.872,-6.323,0.111,0.506,0.072,0,0,4,158667,0.195,"HIM ALL ALONG","Gunna","HIM ALL ALONG","2024-10-18",76,4,"audio_features","2EKL77lwxvo615Ga7VjEUl","5HoNV9xqGbGufrIFH271dR"
"106",0.802,128.085,0.835,-4.286,0.0882,0.374,0.243,7.33e-06,1,7,143778,0.0311,"Leave Me Alone","BigXthaPlug","TAKE CARE","2024-10-11",71,4,"audio_features","4CkbpelT92r4dVkceDX9g1","6LU7SYL9BWAt3TgEK4DdAc"
"107",0.533,120.011,0.794,-8.206,0.207,0.15,0.0591,2.76e-05,1,9,179023,0.14,"PLUTOSKI","Future","MIXTAPE PLUTO","2024-09-20",73,4,"audio_features","2t4H61OtTYgmDe61KxkjKH","4Zoxsc06EUHRf5GrJPJZ54"
"108",0.699,129.054,0.92,-6.635,0.0745,0.484,0.358,0,1,11,138180,0.00768,"Gang Baby","NLE Choppa","SLUT SZN","2024-09-27",72,4,"audio_features","76Ku9OBFK1NjMylR8r4WLK","1oA2UN6nt7jhEuVtiCeCke"
"109",0.709,78.53,0.749,-6.385,0.329,0.564,0.259,0,1,6,181166,0.155,"Help Me","Real Boston Richey","Help Me","2024-05-31",73,4,"audio_features","487JCvAXVblflZyDJn3fSp","01JuX8fEX5ACudymzCB3O3"
"110",0.69,125.951,0.853,-5.858,0.0835,0.471,0.0647,0,1,10,137143,0.0771,"No Face","Drake","No Face","2024-08-31",78,4,"audio_features","1560osUcXrnov6yuOjXvc1","78NIQe42qKXahAeZAb3w0h"
"111",0.4,106.682,0.608,-9.519,0.119,0.089,0.32,0.000327,1,1,159228,0.029,"2 Slippery (feat. BossMan Dlow)","Luh Tyler, BossMan Dlow","Mr. Skii","2024-08-22",69,5,"audio_features","62oLxos6R04SVYL1lXidvu","4XqpSvwcjnoR5YP5lBLuTi"
"112",0.509,157.94,0.662,-9.159,0.266,0.549,0.322,0,1,1,136709,0.247,"Sorry Not Sorry","Lil Yachty, Veeze","Sorry Not Sorry","2024-08-16",70,4,"audio_features","4lwfqyQXSDJ7kELpMErMih","2Wu6YPeXdwiyqV5YulLf1W"
"113",0.761,147.216,0.649,-4.204,0.207,0.313,0.152,0,1,8,150204,0.00694,"I CAN’T LET GO","Lil Tecca, Don Toliver","PLAN A","2024-09-20",73,4,"audio_features","1Ftb0PK0Qqwax3gofiMd2X","6uWva3kfeqqVIsNAJ2MmeL"
"114",0.663,184.057,0.672,-5.984,0.134,0.381,0.243,0,1,3,138324,0.112,"Chill Bae","Lil Uzi Vert","Eternal Atake 2","2024-11-01",76,4,"audio_features","4ppKM7xnkSAwSyKqD4QTY4","7awBKnBq0qRLNyD5lI47R0"
"115",0.723,139.942,0.783,-4.881,0.159,0.294,0.135,0,1,1,278001,0.0264,"It's Up (feat. Young Thug & 21 Savage)","Drake, Young Thug, 21 Savage","100 GIGS","2024-08-30",76,4,"audio_features","1qIwin7JMVuX70qN6wD8ww","5oT8PMXGWiPlhcl930fkII"
"116",0.831,139.905,0.652,-5.972,0.269,0.648,0.264,0,0,10,150997,0.0111,"The Viper","BabyChiefDoit","The Viper","2024-09-20",68,4,"audio_features","2JapCT0xikq6Fy1PQiJz1C","3cQR7hyzZEbwAESuPEu8qR"
"117",0.5,63.925,0.427,-8.269,0.127,0.269,0.141,0,1,0,180000,0.286,"25","Rod Wave","Last Lap","2024-10-11",76,5,"audio_features","0U60hgxzGit7juEuHul2y3","4ffJTc6OVVJ7rr65r5CGbq"
"118",0.552,144.941,0.64,-5.679,0.119,0.112,0.129,0,1,2,228267,0.0215,"Type Shit","Future, Metro Boomin, Travis Scott, Playboi Carti","WE DON'T TRUST YOU","2024-03-22",84,4,"audio_features","28drn6tQo95MRvO0jQEo5C","4iqbFIdGOTzXeDtt9owjQn"
"119",0.685,121.991,0.731,-4.707,0.0865,0.458,0.12,0,0,11,167229,0.054,"FIELD TRIP","¥$, Playboi Carti, Don Toliver, Kodak Black","FIELD TRIP","2024-08-03",72,4,"audio_features","3lCb7ZYE3Fvie4JOPqpXfY","73RJkZAkpUFHyGw4gTUQjK"
"120",0.574,146.007,0.694,-6.144,0.082,0.286,0.0483,0,0,1,126356,0.193,"Circadian Rhythm","Drake","100 GIGS","2024-08-30",79,4,"audio_features","1eroCliWpJrEu1V7VSObcO","5oT8PMXGWiPlhcl930fkII"
"121",0.692,140.203,0.637,-7.231,0.345,0.427,0.164,0,0,1,164366,0.0153,"Light Year (Practice)","Lil Uzi Vert","Eternal Atake 2","2024-11-01",73,4,"audio_features","3NE6g9h77FZbQqCLzUpGRt","7awBKnBq0qRLNyD5lI47R0"
"122",0.478,104.563,0.675,-10.201,0.127,0.39,0.512,7.8e-06,1,1,210286,0.0731,"Blow for Blow (feat. J. Cole)","Tee Grizzley, J. Cole","Blow for Blow (feat. J. Cole)","2024-09-27",69,4,"audio_features","3rXlcLZk3MCaRPND5g9QiW","3X327wwUvZhYQYlA6cfk9S"
"123",0.752,158.042,0.638,-6.227,0.17,0.242,0.0385,0.734,0,1,170188,0.0066,"GEEK TIMË","Yeat","LYFESTYLE","2024-10-18",72,4,"audio_features","32ioWMgkyA6mFcXJMggBoz","70CmTAk7pocCYr4lwuDtOc"
"124",0.826,108.52,0.654,-2.93,0.131,0.417,0.354,0.00146,0,6,256227,0.0153,"Many Men (Wish Death)","50 Cent","Get Rich Or Die Tryin'","2003-02-06",71,5,"audio_features","2I9foKseoFQh07p6sD2voE","4ycNE7y1rp5215g1kkqk1P"
"125",0.764,140.113,0.882,-5.241,0.119,0.886,0.204,0,1,11,140733,0.359,"BAND4BAND (feat. Lil Baby)","Central Cee, Lil Baby","BAND4BAND (feat. Lil Baby)","2024-05-23",81,4,"audio_features","7iabz12vAuVQYyekFIWJxD","4AzPr5SUpNF553eC1d3aRy"
"126",0.632,123.987,0.848,-7.381,0.282,0.253,0.277,0,1,2,171198,0.398,"Bent (with Kyle Richh, Jenn Carter & TaTa)","41, Kyle Richh, Jenn Carter, TaTa","41 World: Not The Album","2023-11-17",68,4,"audio_features","1haa8GXT0cl9wzRnpZG0YH","1xfZEllNKEGORjebzxus4t"
"127",0.805,142.096,0.548,-5.732,0.408,0.649,0.351,0.000405,1,7,216387,0.212,"Dior","Pop Smoke","Meet The Woo","2019-07-26",76,4,"audio_features","79s5XnCN4TJKTVMSmOx8Ep","6d1vGZsr6Uy3h9IigBpPAf"
"128",0.631,121.854,0.772,-5.082,0.129,0.433,0.0431,0,1,10,173253,0.0648,"SAY MY GRACE (feat. Travis Scott)","Offset, Travis Scott","SET IT OFF","2023-10-13",70,4,"audio_features","2Gk6fi0dqt91NKvlzGsmm7","1D1hLipjrdB6pnxurMtC3E"
"129",0.702,125.089,0.871,-8.025,0.0912,0.675,0.253,0,1,5,131286,0.296,"6locc 6a6y","Lil Loaded","6locc 6a6y","2019-12-06",69,4,"audio_features","3WCXvxgQ7U3mznWsQjiEMu","6E3aLqi7SbbT7O78TNRtLP"
"130",0.57,142.974,0.787,-5.881,0.135,0.733,0.225,0,1,3,223879,0.0449,"All My Life (feat. J. Cole)","Lil Durk, J. Cole","All My Life (feat. J. Cole)","2023-05-12",69,4,"audio_features","6HgWWaMu31KdOpEG5l28BG","0lZQagJ5r0crB35zphSD4A"
"131",0.592,159.98,0.82,-7.002,0.121,0.4,0.29,4.71e-06,1,1,196180,0.0149,"Took Her To The O","King Von","Levon James","2020-03-06",78,4,"audio_features","7fEoXCZTZFosUFvFQg1BmW","1ZRAeQ6zsPJ5W1K3DvpRpP"
"132",0.68,144.006,0.85,-6.18,0.0964,0.694,0.338,0,0,3,173333,0.732,"Loading","Central Cee","Wild West","2021-03-12",70,1,"audio_features","4vzJrkfHbCGaodPA5RY5BV","0aAVMtHuK9wX1mQozWvdSZ"
"133",0.758,165.409,0.681,-6.524,0.555,0.331,0.188,0,1,1,220584,0.00465,"née-nah","21 Savage, Travis Scott, Metro Boomin","american dream","2024-01-12",73,4,"audio_features","2yUzr8Sr6ldG8vmHhZwTnz","2RRYaYHY7fIIdvFlvgb5vq"
"134",0.413,131.964,0.772,-8.194,0.111,0.211,0.0891,0,0,0,246213,0.0361,"Love Sosa","Chief Keef","Finally Rich","2012-01-01",77,4,"audio_features","01Lr5YepbgjXAWR9iOEyH1","2B4y3j02ho6XNF8BEzx3JF"
"135",0.658,151.951,0.752,-6.297,0.0927,0.387,0.342,0,1,0,213520,0.0421,"Drankin N Smokin","Future, Lil Uzi Vert","Pluto x Baby Pluto","2020-11-13",70,4,"audio_features","0k7wmahjkn389wAZdz19Cv","48xpWR8K6CGpy3ETAym3pt"
"136",0.732,142.791,0.548,-5.652,0.269,0.612,0.336,0,0,11,127547,0.125,"Invincible","Pop Smoke","Meet The Woo 2","2020-02-07",71,4,"audio_features","792HwhrdO3ErRKL5yRe4Ge","4MZnolldq7ciKKlbVDzLm5"
"137",0.618,99.7,0.49,-5.655,0.259,0.286,0.104,3.77e-06,1,1,201600,0.0221,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke, 50 Cent, Roddy Ricch","Shoot For The Stars Aim For The Moon","2020-07-03",68,4,"audio_features","1H7KnK26kc1YyellpbINEn","7e7t0MCrNDcJZsPwUKjmOc"
"138",0.35,77.528,0.822,-12.207,0.0757,0.346,0.574,0,0,1,186000,0.0213,"Neva Cared","Polo G","Neva Cared","2018-03-11",68,4,"audio_features","3UnYMo1aeD0o8VtHy3R8cs","46MjqBDVvTxenDxf79Ta5S"
"139",0.946,150.141,0.804,-5.949,0.359,0.745,0.352,0,1,7,146880,0.002,"Mr. Glock","Key Glock","Yellow Tape","2020-01-31",70,4,"audio_features","1ipSpQfzBbhPFhYm6tfVIz","12GZ5ewBjyylguigbdmqJ9"
"140",0.626,143.01,0.819,-4.574,0.167,0.415,0.202,0.101,0,10,195906,0.00748,"Runnin","21 Savage, Metro Boomin","SAVAGE MODE II","2020-10-02",78,4,"audio_features","5SWnsxjhdcEDc7LJjq9UHk","6wTyGUWGCilBFZ837k5aRi"
"141",0.592,188.051,0.696,-6.281,0.127,0.232,0.319,0,1,1,122680,0.152,"Armed & Dangerous","King Von","Welcome to O'Block","2020-10-30",72,4,"audio_features","2297mxrYLBAC4XkhXs39If","7gGJ9rNtigRF53dsFo48Wp"
"142",0.547,138.05,0.92,-4.98,0.0998,0.606,0.272,1.45e-06,0,6,89536,0.0241,"Coffin","Lil Yachty","Lil Boat 3.5","2020-11-27",70,4,"audio_features","5vDNippoMr52KpXBO9b9KQ","6ufaA5YvSGK3E9KnRFYvvo"
"143",0.774,130.007,0.867,-5.791,0.157,0.549,0.315,0,0,11,142498,0.11,"Russian Cream","Key Glock","Glock Bond","2018-02-02",69,4,"audio_features","03ThZweiBWFP8tOGsk6QMO","1J4REuUZfX1OjjQhi9whzA"
"144",0.449,136.006,0.578,-6.349,0.119,0.1,0.286,2.17e-06,1,1,192956,0.0618,"Wants and Needs (feat. Lil Baby)","Drake, Lil Baby","Scary Hours 2","2021-03-05",73,4,"audio_features","65OVbaJR5O1RmwOQx0875b","5LuoozUhs2pl3glZeAJl89"
"145",0.487,127.05,0.964,-6.071,0.115,0.108,0.421,6.07e-06,0,10,154024,0.00127,"Pure Cocaine","Lil Baby","Street Gossip","2018-11-30",77,4,"audio_features","577YBGuskWkVDCxZrLRB4v","4iF44RCCybJtkBkMoqrLW2"
"146",0.732,149.012,0.841,-5.186,0.136,0.576,0.19,2.18e-05,0,7,143480,0.0115,"Ambition For Cash","Key Glock","Yellow Tape 2","2021-11-05",73,4,"audio_features","4mIHgQ3ofK2RK34UdbqMbe","7snqOEQEtKqxJw3NTGml6i"
"147",0.611,134.093,0.711,-5.453,0.23,0.144,0.33,0,1,1,252262,0.00588,"family ties (with Kendrick Lamar)","Baby Keem, Kendrick Lamar","The Melodic Blue","2021-09-10",79,4,"audio_features","3QFInJAm9eyaho5vBzxInN","3r46DPIQeBQbjvjjV5mXGg"
"148",0.733,130.029,0.847,-6.439,0.151,0.202,0.16,1.04e-05,0,10,193591,0.00574,"Glock In My Lap","21 Savage, Metro Boomin","SAVAGE MODE II","2020-10-02",80,4,"audio_features","6pcywuOeGGWeOQzdUyti6k","6wTyGUWGCilBFZ837k5aRi"
"149",0.48,143.029,0.846,-8.618,0.0989,0.419,0.359,0,0,8,169532,0.269,"3 Headed Goat (feat. Lil Baby & Polo G)","Lil Durk, Lil Baby, Polo G","Just Cause Y'all Waited 2","2020-05-08",68,4,"audio_features","6Tguhaf2uAe6OjRLsR2Tql","3D4bwVn4Wp8Za0Amkyd5I5"
"150",0.575,120.031,0.88,-6.091,0.109,0.671,0.163,0,1,6,232048,0.415,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay, Offset, Moneybagg Yo","Destined 2 Win","2021-04-02",71,4,"audio_features","1dg3qy5DjoJodawfOCgrTP","3MEKpJ7wSSp6Z661ThjrUJ"
"151",0.727,150.062,0.477,-4.053,0.108,0.227,0.286,0,1,2,236524,0.000866,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled, Lil Baby, Lil Durk","KHALED KHALED","2021-04-30",70,4,"audio_features","1EJIcDYXwSqipW5dFe4uJz","5kE2OAuUYGBqqzscqgBXXf"
"152",0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,1,2,204600,0.0102,"Mask Off","Future","FUTURE","2017-06-30",81,4,"audio_features","0VgkVdmE4gld66l8iyGjgx","17FBoXK1NU2rvJBbzdzw0r"
"153",0.564,77.972,0.856,-6.295,0.134,0.483,0.392,0,0,6,135960,0.00327,"On Me","Lil Baby","On Me","2020-12-04",70,4,"audio_features","4Iedi94TIaB2GGb1nMB68v","25gJpQKgXxT5CrMitr0DQO"
"154",0.733,97.974,0.825,-5.625,0.112,0.62,0.0969,0,0,1,190331,0.349,"Rich Nigga Shit (feat. Young Thug)","21 Savage, Metro Boomin, Young Thug","SAVAGE MODE II","2020-10-02",75,4,"audio_features","3ruoIF2UnoXdzK8mR61ebq","6wTyGUWGCilBFZ837k5aRi"
"155",0.567,75.965,0.574,-7.126,0.258,0.526,0.465,0,0,7,229938,0.164,"Surround Sound (feat. 21 Savage & Baby Tate)","JID, 21 Savage, Baby Tate","The Forever Story (Extended Version)","2022-10-31",78,4,"audio_features","1udwFobQ1JoOdWPQrp2b6u","4rJDCELWL0fjdmN9Gn4f4g"
"156",0.665,94.329,0.583,-3.885,0.112,0.463,0.18,0,1,1,155368,0.314,"Imagina esse Cenário","Matuê, Veigh","333","2024-09-09",75,4,"audio_features","2fjqfFUq64thFsqfKN01kS","5CP84pfi4AFe95UTACFWrk"
"157",0.346,119.957,0.963,-9.309,0.108,0.562,0.53,0,0,5,142273,0.0355,"Yes Indeed","Lil Baby, Drake","Harder Than Ever","2018-05-18",75,4,"audio_features","6vN77lE9LK6HP2DewaN6HZ","7yf9ZJyHRbp8sHtpDKfPpt"
"158",0.577,148.107,0.797,-5.617,0.301,0.17,0.195,0,1,1,206031,0.0174,"Wake Up & Bake Up","Duki, Wiz Khalifa, Arcángel","AMERI","2024-10-31",72,4,"audio_features","7MBHncxZXB7fzf5cAx8C05","3rVk419T7ct4qoW52h2q2d"
"159",0.59,119.97,0.88,-4.709,0.184,0.723,0.204,0,0,8,170000,0.08,"M4","Teto, Matuê","M4","2021-01-20",68,4,"audio_features","07AQkmp456NpEnT8HR7WLy","0yqUVjjoQFD1wtu4OJSNM3"
"160",0.631,129.902,0.807,-4.883,0.117,0.126,0.111,0,1,8,213613,0.407,"Diablita (feat. Anuel AA & Baby Rasta)","Trap Capos, Noriel, Anuel AA, Baby Rasta","Trap Capos: Season 1","2016-10-07",70,4,"audio_features","62NeZ2Vtrz5HgtQibleMNs","74vYzfJqytyzhahNopSwtg"
"161",0.822,165.946,0.513,-4.51,0.11,0.768,0.383,0,1,1,204668,0.14,"Tessera sanitaria (feat. Nerissima Serpe & Papa V)","Night Skinny, Nerissima Serpe, Papa V","Containers","2024-10-10",69,4,"audio_features","5JgTIfS7FfSE9tuebzX8HC","4gjJj6UCG1hitjAk1CdgDc"
"162",0.666,127.079,0.926,-5.314,0.123,0.168,0.244,0,1,11,343150,0.0611,"Bad and Boujee (feat. Lil Uzi Vert)","Migos, Lil Uzi Vert","Culture","2017-01-27",70,4,"audio_features","0M9ydKzuF3oZTfYYPfaGX1","4JTOxuvM2jcSqAvEZtZsOO"
"163",0.575,145.95,0.713,-6.706,0.169,0.189,0.0501,0,1,1,226400,0.00669,"That Go! (feat. T-Shyne)","Young Stoner Life, Young Thug, Meek Mill, T-Shyne","Slime Language 2","2021-04-16",72,4,"audio_features","6rUmUJ2drFemHTH73bFAKQ","3ihwKkIMJWmmp1huNH0iWC"
"164",0.586,124.041,0.808,-7.242,0.14,0.568,0.169,0,0,10,263288,0.641,"Me Acostumbre (feat. Bad Bunny)","Arcángel, Bad Bunny","Me Acostumbre (feat. Bad Bunny)","2017-04-11",68,4,"audio_features","2FIm6YsSGL5acOqSuJDh5s","4yE7L5RhMkjX7KkweWjFYk"
"165",0.676,162.012,0.814,-4.67,0.119,0.312,0.231,1.28e-05,0,11,267707,0.00709,"Like That","Future, Metro Boomin, Kendrick Lamar","WE DON'T TRUST YOU","2024-03-22",83,4,"audio_features","2tudvzsrR56uom6smgOcSf","4iqbFIdGOTzXeDtt9owjQn"
"166",0.637,135.055,0.851,-6.149,0.227,0.616,0.104,0,1,0,179556,0.225,"Brindis","Duki, Headie One","AMERI","2024-10-31",73,4,"audio_features","1Bb422wJR14f7sA77gGs0V","3rVk419T7ct4qoW52h2q2d"
"167",0.718,128.14,0.76,-3.017,0.0982,0.557,0.232,0,1,1,191295,0.348,"Pa Ti","Bad Bunny, Bryant Myers","Pa Ti","2017-01-02",72,4,"audio_features","2QrGCbW0ylj94JfkgLZFlA","7t1OLE6jYXpJBRBDhgrG6A"
"168",0.536,119.967,0.689,-8.861,0.169,0.349,0.174,0,1,8,341135,0.25,"Tu Me Enamoraste - Remix","Lary Over, Anuel, Bryant Myers, Almighty, Brytiago","Tu Me Enamoraste (Remix)","2016-04-02",69,4,"audio_features","7b6QP0Pz2sqyW7yyXodpm6","4uA0PdlRCnd0zpodu1K5qM"
"169",0.531,118.96,0.566,-6.635,0.179,0.367,0.0716,0,1,6,227518,0.192,"Nena Maldición (feat. Lenny Tavárez)","Paulo Londra, Lenny Tavárez","Homerun","2019-05-23",73,4,"audio_features","77dMSg2VHi2wwXjXNrmcrZ","0qJkFmVwwNXP6fvSemDZqn"
"170",0.657,124.992,0.883,-5.748,0.128,0.284,0.305,0,1,8,172933,0.0603,"PUFFIN ON ZOOTIEZ","Future","I NEVER LIKED YOU","2022-04-29",77,4,"audio_features","1qMMYpVatbRITKCfq1gasi","6tE9Dnp2zInFij4jKssysL"
"171",0.88,92.055,0.753,-3.165,0.146,0.582,0.081,0,1,11,127826,0.455,"1993","Matuê","333","2024-09-09",73,4,"audio_features","6QsHhB0W9GtLF3cI7mUVkQ","5CP84pfi4AFe95UTACFWrk"
"172",0.496,86.003,0.889,-6.365,0.252,0.544,0.0905,0,0,4,180522,0.259,"Going Bad (feat. Drake)","Meek Mill, Drake","Championships","2018-11-30",74,4,"audio_features","2IRZnDFmlqMuOrYOLnZZyc","6UYZEYjpN1DYRW0kqFy9ZE"
"173",0.708,96.914,0.712,-5.715,0.29,0.634,0.247,0,0,10,165773,0.404,"Un Día Más","Duki, YSY A","AMERI","2024-10-31",71,4,"audio_features","2m3v40xGeLVqnQvAwx5rdi","3rVk419T7ct4qoW52h2q2d"
"174",0.411,172.445,0.722,-9.963,0.0976,0.503,0.387,0,0,2,142026,0.509,"Maturidade","KayBlack, Wall Hein, AMUSIK","Maturidade","2022-09-08",70,3,"audio_features","5RHOhXxMVhpEaBcG6hIydA","2QWzXzDW94VU4E9KBSJehg"
"175",0.484,133.03,0.93,-5.486,0.0922,0.747,0.259,6.84e-05,1,2,144361,0.355,"Problemas de um Milionário","WIU, Teto","Problemas de um Milionário","2024-04-10",70,4,"audio_features","0VybBobSYSzliyEJ1VqwGR","37xAMiTNitGXNdcm6v7ZJu"
"176",0.668,87.973,0.573,-4.356,0.109,0.145,0.0467,4.01e-05,0,7,199920,0.189,"Too Many Nights (feat. Don Toliver & with Future)","Metro Boomin, Future, Don Toliver","HEROES & VILLAINS","2022-12-02",82,4,"audio_features","2Hh3ETdQKrmSI3QS0hme7g","7txGsnDSqVMoRl6RQ9XyZP"
"177",0.603,135.993,0.735,-9.474,0.0844,0.429,0.203,3.56e-05,0,6,326937,0.226,"Me Ama Me Odia","Revol, Ozuna, Cosculluela, Arcángel, Brytiago","Me Ama Me Odia","2016-09-01",71,4,"audio_features","6TZXBJLTIOX6DM6hwCsKw2","3FAdUgqDYeqcvlpBTbGczq"
"178",0.637,171.264,0.567,-4.032,0.235,0.882,0.298,0.0346,0,9,131765,0.499,"Hm Hm hm","Youka","VENIN","2024-07-05",68,3,"audio_features","1FEh2VLXCzHr4DhMLufrs5","6oWVZRNxLYd8K32YuRAbzz"
"179",0.874,118.079,0.774,-5.641,0.413,0.927,0.0488,0.34,0,5,174053,0.142,"Kese (Dance)","Wizkid","Kese (Dance)","2024-11-15",75,4,"audio_features","27durTCg4qj3qAbKsSVNX4","2sE6Gv7CIc5jUFffN3zsaS"
"180",0.812,100.049,0.455,-3.455,0.199,0.823,0.211,0,1,8,184249,0.372,"Favourite Girl (with Rema)","Darkoo, Rema","Favourite Girl (with Rema)","2024-08-08",68,4,"audio_features","2irQkcW7o3v0tZoGZrtUsO","4TFhO9eXlG7Xb4RzSz5tOU"
"181",0.814,93.482,0.683,-3.505,0.0858,0.758,0.0466,0.00826,1,2,156826,0.277,"PUSH 2 START","Tyla","TYLA +","2024-10-11",78,4,"audio_features","1Cbl3Yq8rHo7hhDQmLQagU","5QsVRNOKVMCeVAIUoOQJ13"
"182",0.683,145.379,0.501,-7.881,0.0685,0.623,0.211,9.25e-05,0,6,161379,0.109,"Fi Kan We Kan","Bnxn, Rema","Fi Kan We Kan","2024-10-15",71,5,"audio_features","771KDfpsOtJPQmocQpMdkR","6EKtDHfQtcqhwIPoZr7jTp"
"183",0.634,101.837,0.502,-3.367,0.188,0.645,0.144,0.0341,0,8,219628,0.677,"MMS","Asake, Wizkid","Lungu Boy","2024-08-08",72,3,"audio_features","13VXuHw3O8Yt7VwRIDqSo4","3kS42vslfpYnxWkGN4JvlW"
"184",0.581,99.973,0.805,-5.091,0.0933,0.528,0.0601,0.0202,0,6,177600,0.0303,"Después De La 1","Cris Mj, FloyyMenor, LOUKI","MJ","2024-09-12",86,4,"audio_features","6PhRhocBXP4y7NpciGmzra","2lIzIH2mQQ0ItgkJKefQMp"
"185",0.737,101.923,0.779,-4.667,0.0974,0.445,0.109,0,1,11,170366,0.134,"Imagínate","Danny Ocean, Kapo","Imagínate","2024-11-07",76,4,"audio_features","4zbEItKoaRId1vRZkoO0Uh","3kzUHIIJdOeP7mwyfT3qJ8"
"186",0.662,95.999,0.863,-5.855,0.334,0.307,0.21,8.45e-06,0,4,248363,0.0843,"Kamikaze (feat. Victor Mendivil)","Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil","Kamikaze (feat. Victor Mendivil)","2024-11-14",72,4,"audio_features","6fKvGaO8Dfntvx4thaXtak","0qRymMmPlQL4Jji8iXAZVP"
"187",0.482,100.029,0.69,-6.335,0.0728,0.356,0.2,4e-04,0,7,149074,0.523,"NEL","Fuerza Regida","PERO NO TE ENAMORES","2024-07-25",88,4,"audio_features","5AH31dDNgxCMGDdxubNNn4","3iRQdNKyI5Pf78jWYI1tFv"
"188",0.762,90.025,0.816,-2.864,0.0845,0.782,0.0565,0.000404,1,0,218701,0.534,"DEPORTIVO","Blessd, Anuel AA","DEPORTIVO","2024-11-14",72,4,"audio_features","0fKK51bU6lcCCwdNnv64t3","4WDkA9vfa56hODrhY0LAhs"
"189",0.718,105.002,0.848,-4.385,0.116,0.564,0.0557,1.9e-05,0,9,165901,0.183,"SEXO ES LA MODA","Maria Becerra, Yandel","SEXO ES LA MODA","2024-10-31",74,4,"audio_features","4U80gkwi6Qk0fBRcDuzn3E","4bJWxZQFLrz2IW79KheuXD"
"190",0.627,155.865,0.687,-4.975,0.0893,0.47,0.181,0,1,7,206066,0.326,"Khé?","Rauw Alejandro, Romeo Santos","Cosa Nuestra","2024-11-15",78,4,"audio_features","1YYfyJ2yCvGFCxwjsIqEK9","0aX0UXrHG2ceYIxTQcqJdA"
"191",0.442,100.021,0.776,-8.99,0.0723,0.838,0.0575,1.31e-05,0,6,136944,0.319,"PELIGROSA","FloyyMenor","PELIGROSA","2024-07-12",81,4,"audio_features","5PCGEfALcpGtURIuTqvX0R","6KiPy0AFWwVK4pTIstFbLz"
"192",0.614,119.893,0.658,-6.981,0.092,0.465,0.0324,2.18e-05,1,10,178337,0.105,"Morena Canela","Chino Pacas","Que Sigan Llegando Las Pacas (Extended)","2024-10-18",79,3,"audio_features","0NsGFMIo2aNbAkJu48ndaf","0IeCqguWKSslODbwnrelhq"
"193",0.752,100.076,0.841,-4.735,0.949,0.67,0.105,0.00046,1,2,214643,0.167,"Soltera","Shakira","Soltera","2024-09-25",86,4,"audio_features","3OJDtCdYs8QJnui708tEU3","0VRb8B2ls0GDEfmKiL8FWJ"
"194",0.832,98.582,0.742,-4.267,0.296,0.716,0.0325,0,1,8,195846,0.0857,"Hecha Pa' Mí","Grupo Frontera","Hecha Pa' Mí","2024-10-03",82,4,"audio_features","1uGUbgZuO1kD1JZ0UeFupN","3Z9jjBDBjKUkf7CXPm5aSF"
